Найменування зупинки,Попередня назва,Адреса зупинки,Розташування зупинки,Напрямок руху,Район,Автобус,Тролейбус,Трамвай
вулиця Краснодарська,вул. Краснодарська,"Краснодарська вул., 3",Краснодарська вул.,до пр. 50-річчя СРСР,Фрунз.,●,,
проспект 50-річчя СРСР,пр. 50-річчя СРСР,"П'ятдесятиріччя СРСР просп., 76/2",Краснодарська вул.,до 602 м/р,Фрунз.,●,,
вулиця Балхаська,Школа № 74,"Туркестанська вул., 1",Краснодарська вул.,до пр. 50-річчя СРСР,Фрунз.,●,,
вулиця Червона Поляна,Школа № 74,"Краснодарська вул., 68б",Краснодарська вул.,до 602 м/р,Фрунз.,●,,
проспект Тракторобудівників,пр. Тракторобудівників,"Тракторобудівників просп., 4",Краснодарська вул.,до пр. 50-річчя СРСР,Фрунз.,●,,
проспект Тракторобудівників,пр. Тракторобудівників,"Краснодарська вул., 180",Краснодарська вул.,до 602 м/р,Фрунз.,●,,
Петренки,Салтівський м’ясокомбінат (Петренки),"Краснодарська вул., 194",Краснодарська вул.,до 602 м/р,Фрунз.,●,,
Інфекційна лікарня,22 лікарня,"Героїв Сталінграда просп., 189",Героїв Сталінграда просп.,кінцева,Фрунз.,●,,
вулиця Немишлянська,вул. Немишлянська,"Немишлянська вул., 236",Немишлянська вул.,до вул. Велозаводської,Фрунз.,●,,
вулиця Велозаводська,вул. Велозаводська,"Немишлянська вул., 286",Немишлянська вул.,до вул. Єнакіївської,Фрунз.,●,,
провулок Високогірний,"""ТОВ Форез""","Високогірний пров., 1",Немишлянська вул.,до вул. Єнакіївської,Фрунз.,●,,
проїзд Велозовдський ,"""ЗАТ ""Інтеркондиціонер""","Єнакіївська вул., 11",Єнакіївська вул.,до пер. Велозаводського,Фрунз.,●,,
вулиця Єнакіївська ,ЖБК-9 (ТОВ Арсенал),"Єнакіївська вул., 17",Єнакіївська вул.,до пер. Велозаводського,Фрунз.,●,,
Автобаза,Автобаза,"Єнакіївська вул., 19",Єнакіївська вул.,до вул. Велозаводської,Фрунз.,●,,
провулок Єнакіївський,Цегельний завод,"Єнакіївська вул., 7",Єнакіївська вул.,до вул. Велозаводської,Фрунз.,●,,
вулиця Велозаводська,Кодомер,"Велозаводська вул., 3",Єнакіївська вул.,до вул. Автогенної,Фрунз.,●,,
Автогенний завод,Автогенний завод,"Автогенна вул., 7",Автогенна вул.,до вул. Автогенної,Фрунз.,●,,
"Завод ""Південкабель""",Південкабель,"Автогенна вул., 3",Автогенна вул.,до вул. Лодзької,Фрунз.,●,,
"станція метро ""ім. Масельського""","ст.м. ""ім. Масельського""","Московський просп., 273а",Московський просп.,кінцева,Фрунз.,●,,
вулиця Велозаводська,вул. Велозаводська (вул. Краснодарська),"Велозаводська вул., 20",Велозаводська вул.,до Салтівського шосе,Фрунз.,●,,
вулиця Велозаводська,вул. Велозаводська,"Велозаводська вул., 20",Велозаводська вул.,до вул. Корчагінців,Фрунз.,●,,
вулиця Дунайська,18 поліклініка,"Краснодарська вул., 104",Краснодарська вул.,до 602 м/р,Фрунз.,●,,
вулиця Дунайська,18 поліклініка,"Краснодарська вул., 103",Краснодарська вул.,до центру,Фрунз.,●,,
626-й мікрорайон,вул. Сонячна,"Краснодарська вул., 181",Краснодарська вул.,до пр. Тракторобудівників,Фрунз.,●,,
вулиця Танкопія,вул. Танкопія,"Танкопія вул., 23",Харківських Дивізій вул.,до 25 м/р,Фрунз.,●,●,
